"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1644565871338110977","Sat Apr 08 05:00:32 +0000 2023","0","Guys MBK bakal bagi-bagi hadiah Uang Digital (OVO/GOPAY/DANA) total Rp 1.000.000 untuk 10 orang terpilih. Jawab pertanyaan yang ada di postingan berikut dan tulis jawabanmu di kolom komentar! https://t.co/8xFuMR6ZqH PERIODE 03 - 13 April 2023","1644565871338110977","","","in","Indonesia","0","0","0","https://x.com/infokuis/status/1644565871338110977","155226919","infokuis"
"1643885009416372224","Thu Apr 06 07:55:25 +0000 2023","0","Sebagai gambaran untuk memberikan uang kepada orang tua bisa ditransfer atau memberikan THR kepada ponakan bisa menggunakan uang digital seperti Ovo gopay LinkAja dan sebagainya. Termasuk juga untuk membeli makanan ataupun kebutuhan token dapat menggunakan e-money tanpa perlu","1643885105856008193","","TrijayafmSby","in","","0","1","0","https://x.com/TrijayafmSby/status/1643885105856008193","1438732688198823937","TrijayafmSby"
"1642753747096064000","Mon Apr 03 04:59:48 +0000 2023","0","Sebenar-benarnya dompet digital menurutku itu ya dompet crypto https://t.co/ifmfAyIasN Kalau dompet lain itu kan disimpannya di kustodi. Contohnya aja kayak Gopay. Kita nggak benar-benar memegang uang kita. Begitu pula dengan bank","1642753747096064000","","","in","Samarinda","0","0","0","https://x.com/zenia2020/status/1642753747096064000","2777510826","zenia2020"
"1622165056896262145","Sun Feb 05 09:27:42 +0000 2023","1","2 APK RECEHAN penghasil Dana Ovo Gopay Tugas main Game 2023!!!! aplikasi1:https://t.co/pyn9wqGpB4 aplikasi2:https://t.co/fhz0UP85Ja Saling membantu:https://t.co/80QNKEmZXl https://t.co/OzD37wMDG7","1622165056896262145","https://pbs.twimg.com/media/FoMWg8oaIAAYVAc.jpg","","in","","0","0","0","https://x.com/Uangdigital4/status/1622165056896262145","1620679474722516992","Uangdigital4"
"1621754174773014529","Sat Feb 04 15:44:25 +0000 2023","0","@keluhantatas @inramiana @Bisniscom @tanyarlfes bank tsb ada promo ngasih kamu reward berupa uang kalo daftar ke bank digital mereka. seabank 10k neo 25k bank jago 25k tmrw juga banyak ngasihnya 200k via gopay. ini perpanjang terus masa promo nya jd buruan cobain deh worth to try bgt.","1621897474586841091","","keluhantatas","in","","0","0","0","https://x.com/dwiAngrrr/status/1621897474586841091","2170172256","dwiAngrrr"
"1620684062510948352","Wed Feb 01 07:22:46 +0000 2023","2","APK RECEHAN penghasil Dana Ovo Gopay NO KTP NO depo Tugas main Game 2023!!!! aplikasi1:https://t.co/pyn9wqGpB4 https://t.co/AECIg1GCoM","1620684062510948352","https://pbs.twimg.com/media/Fn3TjpVaIAARY8W.jpg","","in","","0","0","0","https://x.com/Uangdigital4/status/1620684062510948352","1620679474722516992","Uangdigital4"
"1619283165318873089","Sat Jan 28 10:36:06 +0000 2023","0","Hari gini masih bawa cash! Pakai dompet digital dong ah #dompet #digital #dompetdigital #ewallet #ovo #dana #linkaja #GOpay #uang #uangelektronik https://t.co/YtuIOifh5U","1619283165318873089","","","in","Dari Indramayu untuk Indonesia","0","0","0","https://x.com/Aktualkan/status/1619283165318873089","862403394","Aktualkan"
"1618564573640130561","Thu Jan 26 11:00:43 +0000 2023","0","Tersedia kompensasi dalam bentuk uang digital (OVO/GOPAY/Pulsa Listrik) dengan total Rp 4.500.000 00 untuk 30 orang informan terpilih.","1618564586038517760","","ldfebui","in","Depok, Indonesia","0","1","0","https://x.com/ldfebui/status/1618564586038517760","712462255929950209","ldfebui"
"1612668846678343681","Tue Jan 10 04:33:09 +0000 2023","0","@MyPertaminaID apakah aktifasi uang digital harus pakai @linkaja ? Gak bisa pake gopay gitu yg lebih umum. Sy sejak desember 28 gak bisa aktivasi linkaja ini. Payah.","1612668846678343681","","MyPertaminaID","in","ÜT: -6.240618,106.906054","0","6","0","https://x.com/LopsCTS/status/1612668846678343681","56693343","LopsCTS"
"1606134139815854080","Fri Dec 23 07:31:42 +0000 2022","3","@UNSfess_ Bank konvensional pakai bca dan mandiri. BCA ATM setor tunainya banyak jadi gampang kalo sewaktu2 mau setor uang. Bank digital pakai Blu jago dan seabank. Seabank buat topup Shopee. Blu buat jembatan tf uang dari bca ke bank2 digital. Jago buat top up gopay dan bibit","1606190797682249728","","UNSfess_","in","","0","0","0","https://x.com/TimDiskon/status/1606190797682249728","1293904192063471617","TimDiskon"
"1603558085364428800","Fri Dec 16 10:18:01 +0000 2022","16","@convomfs jago! no fee buat tf ke bank lain / top up e-wallet nnti dpt kartu debit fisik + digital. trs kalo km sering pake gojek / gopay itu nnti bsa di connect aja. selain itu menurutku di jago ngatur uang nya bsa lbh enak karena bisa pisahin duit di kantong² tertentu. jadi lebih ","1603695939230740481","","convomfs","in","minor 🦋","1","3","0","https://x.com/GIBBOVS/status/1603695939230740481","1480372037117898752","GIBBOVS"
"1602927563550371840","Wed Dec 14 07:24:49 +0000 2022","8","2. APA BEDANYA DIGITAL RUPIAH DENGAN UANG ELEKTRONIK &amp; CRYPTO? ️ Digital Rupiah VS Uang Elektronik Digital Rupiah itu diterbitkan resmi oleh BI uang Elektronik (e-pay) itu diterbitkan oleh bank atau non bank Q: contohnya? A: Gopay Sakuku Linkaja Dana Ovo dll 3 https://t.co/isqxSI0U4f","1602927576808554499","https://pbs.twimg.com/media/Fj6-ItUaYAEytgF.jpg","NuBraveIN","in","Worldwide ","0","1","1","https://x.com/NuBraveIN/status/1602927576808554499","152114423","NuBraveIN"
"1599264457242611712","Sun Dec 04 13:54:35 +0000 2022","0","@Strategi_Bisnis kalo narik uang jadi digital rupiah masih kena admin meski cuman seribu perak sama ajalah kek gopay","1599401784090689541","","Strategi_Bisnis","in","","0","0","0","https://x.com/ooupig/status/1599401784090689541","67518353","ooupig"
"1599264457242611712","Sun Dec 04 05:25:31 +0000 2022","43","Jadi e-Wallet kayak Gopay dan QRIS bisa buat transaksi secara digital. Tapi saat digunakan buat tarik uang wujud uangnya tetap fisik kertas. Kalau digital Rupiah saat anda tarik uang dari ATM wujudnya kode2 digital. Langsung masuk dlm rekening digital di hape Anda.","1599273674741551104","","Strategi_Bisnis","in","","13","5","13","https://x.com/Strategi_Bisnis/status/1599273674741551104","190535830","Strategi_Bisnis"
"1599264457242611712","Sun Dec 04 04:50:41 +0000 2022","108","Selama ini sebenarnya kita jg makin jarang pakai uang fisik kecuali bayar parkir. Kini kita lbh sering pakai mobile banking dan gopay atau digital wallet untuk bayar ini itu. Namun kan kita tetap bisa tarik uang fisik via ATM. Buat jaga2.","1599264906276384768","","Strategi_Bisnis","in","","51","15","10","https://x.com/Strategi_Bisnis/status/1599264906276384768","190535830","Strategi_Bisnis"
"1599209932951552000","Sun Dec 04 01:12:14 +0000 2022","0","Baru sadar pergerakan uang digital cukup ngeri ternyata. Apalagi kalau lembar 500 1-5rb udah gak ada lagi kalau mau kasih pengamen dan peminta-minta di jalan pakai apa? QRIS? Transfer? GoPay Ovo Dana? Kalau sampai itu terjadi gue rasa bakal jadi chaos di kalangan mereka.","1599209932951552000","","","in","JKT, Indonesia","0","1","0","https://x.com/dindadeey/status/1599209932951552000","245789627","dindadeey"
"1598269355909066752","Thu Dec 01 14:56:31 +0000 2022","0","@coinvestasi beda gopay e-money dan Rupiah Digital simplenya : gopay di jamin sama gojek e_money di jamin sama Mandiri dan Rupiah Digital di jamin sama BI. lebih simpel lagi jaminan uang kita ada di induknya. gopay dan e-money gk perlu blokchain kenapa RpDigital butuh?","1598330205063778304","","coinvestasi","in","","0","0","0","https://x.com/Rizaldi5012/status/1598330205063778304","1432805935550918658","Rizaldi5012"
"1597930933977743361","Wed Nov 30 13:47:43 +0000 2022","6","@wawanAMORVINE @WatcherGuru E banking Gopay Ovo dsb yg ada sekarang hanya meng-digitalkan transaksi artinya BI tetep cetak uang fisiknya. Kalau digital currency BI tdk cetak uang scr fisik. Agak panjang kalau dijelasin krn sekilas memang mirip tp sebenarnya secara sistem berbeda.","1597950502947680256","","wawanAMORVINE","in","","0","1","0","https://x.com/KebunEMAS/status/1597950502947680256","17203367","KebunEMAS"
"1597116894724919297","Mon Nov 28 06:35:15 +0000 2022","0","Dana tolong Saya transaksi topup uang digital (gopay) lewat dana transaksi tercatat sukses uang juga sudah terpotong tetapi gopay blm masuk mohon bantuannya @danawallet @danasupport @gopayindonesia @PermataBank","1597116894724919297","","","in","","4","13","0","https://x.com/itskenzy123/status/1597116894724919297","1544262100239138816","itskenzy123"
"1596855590893985792","Sun Nov 27 13:18:08 +0000 2022","0","@chiveenn dana shopeepay gopay ovo dll. kyk dompet digital gitu bentuk nya saldo. jadi bukan uang tunai tapi masih bisa dipakai transaksi","1596855896315162624","","chiveenn","in","","0","0","0","https://x.com/sweasalt/status/1596855896315162624","1539418800814030848","sweasalt"
"1592322639439089664","Tue Nov 15 13:31:08 +0000 2022","0","@mutasowifin @bank_indonesia @KemenkeuRI @Kemendag @KemenkesRI @infobogor @txtdaribogor @txtfrombrand Ada uang digital namanya gopay pak","1592510513497657344","","mutasowifin","in","Tuban, Indonesia","0","0","0","https://x.com/fauziafif15/status/1592510513497657344","1945601641","fauziafif15"
"1592476923275329536","Tue Nov 15 12:03:28 +0000 2022","0","@ArifanPadiga_ Wkwkw samaaa pernah download tiktok lite buat dpt koin trus bisa jd uang digital lumayan buat beli gopay dpt 2x50rban apa ya. Udah itumh dihapus lg we. ","1592488451026587648","","ArifanPadiga_","in","Kota Tasikmalaya, Jawa Barat","0","0","0","https://x.com/simpulmati/status/1592488451026587648","83280863","simpulmati"
"1592358197423378432","Tue Nov 15 03:25:53 +0000 2022","0","Puji Tuhan kemudahan teknologi &amp; uang digital ketika duit di rekening udah abis buat tiket PP &amp; belanja nyetok barang2 masih ada saldo di spay ovo gopay masing2 masukin lagi ke rekening udah se desperate itu demi isip yg lebih baik","1592358197423378432","","","in","INDONESIA ","0","0","0","https://x.com/kikychristy/status/1592358197423378432","115636869","kikychristy"
"1591764535421337602","Sun Nov 13 12:06:53 +0000 2022","1","Dompet jatuh di mobil temen tadinya mau panik tapi ngak jadi.naik gojek bayar pake Gopay beli2 pake scan QRIS ngambil uang di ATM pake pengambilan tunai pakai kartu Tinggal KTP aja sama SIM kayaknya yg belum digital SIM masih perlu bawa ngak ya kan udah gada polisi yg nilang","1591764535421337602","","","in","dipangkuanmu","0","1","0","https://x.com/pastiguelah/status/1591764535421337602","73055548","pastiguelah"
"1588332357190561797","Fri Nov 04 00:48:38 +0000 2022","19","Guys aku mau tanya kan ada winner yang ngeclaim ke gopay nah itu kami kirim nya lewat dana yang saldo digital untuk kirim ke gopay tapi kata winner nya belum masuk uang nya tapi ini bukti transaksi nya dah berhasil ini bener apa salah ya? https://t.co/lsFN6pGl5i","1588332357190561797","https://pbs.twimg.com/media/Fgrj204aMAASQsj.jpg","","in","Indonesia GMT+7 ","1","89","0","https://x.com/Maymytan/status/1588332357190561797","1444609082636136454","Maymytan"
"1584848853391806465","Tue Oct 25 10:06:29 +0000 2022","2","Di Indonesia itu ada GoPay Flazz Ovo Shopee Pay banyak lagi masihan yang bisa berfungsi sebagai uang digital. Eksistensinya tuh bikin masyarakat jadi suka pakai uang digital ringkes dan gampang aja gitu yakan? (7/15)","1584848866494451712","","sarjana_crypto","in","@airdropsc_id","0","1","0","https://x.com/sarjana_crypto/status/1584848866494451712","1348898649204424704","sarjana_crypto"
"1583458714107117568","Fri Oct 21 14:05:00 +0000 2022","0","Q : Di poster kan disebutkan pembayarannya gak menerima uang tunai itu bisa pakai apa aja kak? A : Pembayaran bisa dilakukan dengan menggunakan kartu debit (BRI BNI BCA Mandiri) atau pembayaran digital (QRIS OVO GoPay ShopeePay Dana dan LinkAja).","1583459338664181762","","ourstory25","in","","0","1","0","https://x.com/ourstory25/status/1583459338664181762","819496638020395008","ourstory25"
"1575054985154265088","Wed Sep 28 09:29:06 +0000 2022","0","Kaum rebahan dan yang suka main game dapat cuan main game di bayar uang digital bisa di tarik di Dana Ovo dan Gopay https://t.co/NrI80VGYy3 #gamecuan","1575054985154265088","","","in","","0","0","0","https://x.com/Andhika99247792/status/1575054985154265088","1462338278028288008","Andhika99247792"
"1570262697236889600","Thu Sep 15 04:06:15 +0000 2022","0","Hadiah koin dari Apk Play Play penghasil uang ini dapat kamu tukarkan menjadi saldo melalui dompet digital GoPay atau DANA. Berikut Ini Beberapa Cara Menghasilkan Uang Melalui Apk Play Play : https://t.co/wPGBnvr8X4","1570262697236889600","","","in","Indonesia","0","0","0","https://x.com/seputarkerjaid/status/1570262697236889600","811048754","seputarkerjaid"
"1562677479827206144","Thu Aug 25 05:45:32 +0000 2022","3"," Di poster kan disebutkan pembayarannya gak menerima uang tunai itu bisa pakai apa aja min? Pembayaran bisa dilakukan dengan menggunakan kartu debit atau bank digital seperti QRIS OVO GoPay ShopeePay Dana dan LinkAja.","1562677534403481601","","7DREAMTEAM_IDN","in","💚🦁🦊🐶🐻🐰🐬🐹💚","0","1","0","https://x.com/7DREAMTEAM_IDN/status/1562677534403481601","1512412813553451009","7DREAMTEAM_IDN"
"1561905555404247041","Wed Aug 24 16:57:10 +0000 2022","0","@FinkPanta @Argoen78 Bisa bayar pakai uang digital kan ? Atau yg bagian ketik laporan terima via gopay kalo saldonya gak ada boleh ajukan gopaylater ","1562484169581613056","","FinkPanta","in","","0","1","0","https://x.com/nic04722/status/1562484169581613056","877173446","nic04722"
"1562048485561896961","Tue Aug 23 12:06:04 +0000 2022","0"," DONASI BERUPA UANG Dapat dikirimkan melalui Rekening atau Dompet Digital a.n. Tinon Ayu N. BNI : 1225205144 Gopay/Ovo/Dana : 089619603980 : https://t.co/awvP5nPHXb (Tinon)","1562048523075751937","","bemkmfmipaugm","in","Yogyakarta, Indonesia","0","1","0","https://x.com/bemkmfmipaugm/status/1562048523075751937","467229957","bemkmfmipaugm"
"1496005409844633600","Tue Aug 23 07:36:07 +0000 2022","2","@blubybcadigital Blu BCA itu kaya uang Digital. Seperti. Gopay. Ovo. Link ajja. Shope pay dll. Dan selama ini uang digital memang tidak ada biyaya bulalan. Yang ada itu promo dan promo. Dan selamanya juga promo. Karena uang Customer atau member. Ada di dalam bankker yang gede. Dan Di olah lagi","1561980591507394560","","blubybcadigital","in","","0","2","0","https://x.com/Joegombongsuntr/status/1561980591507394560","1227199870177439749","Joegombongsuntr"
"1560484953431101440","Fri Aug 19 04:34:25 +0000 2022","0","@lampungbase 300k itu uang digital atau guma kek gopay coins2 gt?","1560485312186707968","","lampungbase","in","","0","1","0","https://x.com/fakeblish/status/1560485312186707968","1437260399624081413","fakeblish"
"1558036561559957506","Fri Aug 12 10:23:59 +0000 2022","67","- Pemenang berdomisili JABODETABEK &amp; Bandung akan dapat hadiah berupa uang digital &amp; ikan. Di luar itu akan dapat hadiah berupa uang digital (GoPay atau OVO). *eFishery sewaktu-waktu dapat mengubah Syarat &amp; Ketentuan yang berlaku.","1558036566718951424","","efishery_ai","in","Bandung","0","0","75","https://x.com/efishery_ai/status/1558036566718951424","2337739566","efishery_ai"
"1557720467653345280","Thu Aug 11 13:47:36 +0000 2022","0","@pencilpatron True. Just wanna say pembayaran digital sangat baik untuk mencegah inflasi karena bank tidak perlu mencetak uang tapi ekonomi tetap berjalan. Thanks to shopee pay gopay dana OVO Digital banking ","1557725423210942466","","lostpen_a","in","DKI Jakarta, Indonesia","0","1","0","https://x.com/boringbreaker/status/1557725423210942466","629086380","boringbreaker"
"1557720487198724096","Thu Aug 11 13:27:59 +0000 2022","24"," yang punya rezeki lebih atau ada sisa uang di spay or gopay or dana dll yang bingung mau diapain walaupun cuman 500 perak or 1000 atau 5000 yuk kita donasi buat deobo. Buat digital karna deobo comeback tidak lama lagi dan dana baru kekumpul 60 persen ayo kita (cont..)","1557720487198724096","","","in","","0","3","15","https://x.com/cuitantheboyz/status/1557720487198724096","859394568285966336","cuitantheboyz"
"1557226514416308224","Wed Aug 10 04:51:08 +0000 2022","0","@txtfromholy Wallahu alam aku tinggal di wilayah 3T yang ga laku uang digital Bahkan di kabupaten juga baru ga sampe 5 kopi shop yg bisa gopay. dan kalau ke provinsi ada keperluan kesetanan belanja pake uang digital. hahahahahahaha","1557228030056996864","","txtfromholy","in","Chiang mai - north thailand","0","1","0","https://x.com/misallnya/status/1557228030056996864","806492543252713473","misallnya"
"1555144875103977473","Thu Aug 04 10:53:26 +0000 2022","0","Gw sengaja isi uang digital seperlunya aja kl mau bayar sesuatu pake gopay misalnya yg topup pake bank digital yg gratis biaya transfer nya bisa pake dana atau flip pinter2 kita aja sih siasati tambahan biaya","1555144875103977473","","","in","oblivion","0","0","0","https://x.com/jonicoley/status/1555144875103977473","45516527","jonicoley"
"1554444155463831552","Tue Aug 02 12:29:01 +0000 2022","0","Kasih kamu kupon mega cashback belanja produk digital investasi dan belanja pakai GoPay s.d 4 4 Jt dan Gratis Ongkir s.d 15 Rb ! Kumpulkan 5 stamp dan KLIK LINKNYA Sekarang! Dapatkan hadiah uang senilai 850.000 https://t.co/AD7OK7mOrS #Tokopedia lewat @Tokopedia","1554444155463831552","","","in","Indonesia","0","0","0","https://x.com/ChannelPrissa/status/1554444155463831552","923237349949022208","ChannelPrissa"
"1554362498874511360","Tue Aug 02 07:49:58 +0000 2022","1","@chelthemochi Yes. Kalo dari penyataan2 mereka dr kmaren ya kynya sebodo amat sih. Paypal diblokir blgnya kan pembayaran digital di indo udah banyak berarti kan goblok ya mgkn paypal disamain sama gopay dana gitu2. Game2 jg ya bnyk gamer udah ngabisin uang disitu lalu tiba2 diblok hadeh","1554373928713216000","","NocturnAlpha","in","","0","1","0","https://x.com/dyahsheeppo/status/1554373928713216000","143361615","dyahsheeppo"
"1553741192697085952","Sun Jul 31 13:55:42 +0000 2022","1","Kominfo RI memberikan jatah waktu 5 hari bagi para pengguna layanan Paypal di Indonesia untuk secepatnya melakukan penarikan uang mereka yang masih berada di Paypal ke aplikasi pembayaran digital lainnya yang terdaftar di kementerian Kominfo RI macam Ovo shopee pay atau gopay","1553741192697085952","","","in","Surakarta, Jawa Tengah","0","0","1","https://x.com/AlbertSolo2/status/1553741192697085952","980097559736721408","AlbertSolo2"
"1553720198812774400","Sun Jul 31 12:32:16 +0000 2022","0","Bayangkan kamu orangnya sangat modern apa2 serba digital termasuk uang. Suatu malam kamu pergi kendaraanmu bannya bocor pas mau bayar kang tambal ban kamu bilang saya bayar pake gopay nah pak trus beliau jawab apanjo nak? ","1553720198812774400","","","in","Di sebelahmu","0","0","0","https://x.com/Ilansyah/status/1553720198812774400","230346828","Ilansyah"
"1553268104322760704","Sat Jul 30 06:35:51 +0000 2022","2","1. Jangan pernah setor/simpan uang dalam bentuk digital. Yes ada paypal gopay shopeepay dllpay etc. Kita ga akan tahu kapan mereka ditutup/diblock/down. Itu duit lu jadi lakuin apapun buat menunjukkan kalo itu duit lu.","1553268115349602304","","asmurcom","in","Jakarta Capital Region","0","1","0","https://x.com/asmurcom/status/1553268115349602304","954188384989200384","asmurcom"
"1551512679730511872","Mon Jul 25 10:20:23 +0000 2022","2","Permisi ada riset digital dari Populix kalau GoPay jadi uang elektronik yang paling banyak digunakan di Indonesia hampir 88% lho!! Lagian hari gini siapa sih yang masih pake cash coba inget ngga kapan terakhir lo pakai uang cash &amp; buat apa? #SunsetTrip https://t.co/ijAegWizpw","1551512679730511872","https://pbs.twimg.com/tweet_video_thumb/FYgUjf3akAEcZlS.jpg","","in","Indonesia","1","4","0","https://x.com/Prambors/status/1551512679730511872","34149837","Prambors"
"1549363768668426240","Tue Jul 19 12:01:22 +0000 2022","0","GoPay menduduki peringkat teratas sebagai uang elektronik yang paling sering digunakan konsumen menurut hasil survei terbaru oleh perusahaan riset berbasis digital Populix. #GoPay #Populix #UangElektronik #updatebali https://t.co/hhcVSYnVPD https://t.co/OqVUJdfx9U","1549363768668426240","https://pbs.twimg.com/media/FYByIyKXkAEe-K2.jpg","","in","Bali","0","0","0","https://x.com/updatebalii/status/1549363768668426240","1293295315148140545","updatebalii"
"1549285418558013441","Tue Jul 19 06:50:02 +0000 2022","0","GoPay menduduki peringkat teratas sebagai uang elektronik yang paling sering digunakan konsumen menurut hasil survei terbaru oleh perusahaan riset berbasis digital Populix. #gopay #uangelektronik https://t.co/af5JRlb0FN","1549285418558013441","","","in","","0","0","0","https://x.com/inilahdotcom/status/1549285418558013441","46693036","inilahdotcom"
"1548256493677707264","Sat Jul 16 10:41:27 +0000 2022","7","Seharian keliling naik @Transsemarang ke Mangkang ️ Ungaran ️ Terboyo (pic Trans Jateng pemanis). Bisa bayar w/ GoPay OVO dsb uang digital Btw beda kultur naik BRT: di Jkt wanita depan laki2 belakang di Smg laki2 duduk depan wanita belakang @BisKota_ @ayonaikbiscom https://t.co/p1nsnOWsGB","1548256493677707264","https://pbs.twimg.com/media/FXyC9wYaAAAC3dp.jpg","","in","🌍🌏🌎","0","0","4","https://x.com/fauzibijak/status/1548256493677707264","38119728","fauzibijak"
"1547400664422445057","Thu Jul 14 13:34:13 +0000 2022","2","@tsalasarahmi Apkh shopeepay gopay ovo pembayaran Via QRIS dan semisal ini semacam pemanasan Sebelum uang kertas bener² dimusnahkan? Great reset 2030 tu kan klo ga salah manusia dibuat senang padahal ga punya apa . Digital money salah satunya","1547575194956726273","","tsalasarahmi","in","NKRI HARGA NAIK 💪","0","0","0","https://x.com/darkshine_1890/status/1547575194956726273","486680439","darkshine_1890"
"1535535792608919552","Sat Jun 11 08:13:56 +0000 2022","1","Bank digital yang bener2 ke pake (ga cuma buat nabung / taro uang aja) beneran cuma si Jago. Fitur apps nya lumayan lengkap (pls tambahin list bank payment CC). Direct connect ke Bibit Gopay bayar ini itu ga ada biaya tambahan on top of that tiap bulan dapet vocer belanja https://t.co/osH4oPXiep","1535535792608919552","https://pbs.twimg.com/media/FU9Rps2aMAABUzZ.jpg","","in","Yamagata-shi, Yamagata","0","0","0","https://x.com/herwastaken/status/1535535792608919552","82847780","herwastaken"
"1533313408254492672","Sun Jun 05 05:03:00 +0000 2022","1","tata cara pelaporannya (walaupun memang kemungkinan baliknya tidak 100%) terus apalagi ya oh iya orang-orang skrg kebanyakan udah cashless. pakenya pasti debit cc atau qris atau uang digital kayak gopay ovo dana shopeepay etc.","1533313417540665345","","rloldls","in","she/her | selective","0","0","1","https://x.com/rloldls/status/1533313417540665345","1255895256","rloldls"
